index,ID,ACTIVITYNAME,ACTIVITYID
936,115,INTERPRETIVE PROGRAMS,10
937,115,FISHING,11
938,115,HIKING,14
939,115,HUNTING,16
940,115,PICKNICKING,20
941,115,WINTER SPORTS,22
942,115,RECREATIONAL VEHICLES,23
943,115,WATER SPORTS,25
944,115,WILDLIFE VIEWING,26
945,115,HOTEL/LODGE/RESORT FS OWNED,40
946,115,ENVIRONMENTAL EDUCATION,103
947,116,BOATING,6
948,116,CAMPING,9
949,116,FISHING,11
950,116,HUNTING,16
951,116,PICKNICKING,20
952,116,WATER SPORTS,25
953,117,BOATING,6
954,117,CAMPING,9
955,117,FISHING,11
956,117,HUNTING,16
957,117,PICKNICKING,20
958,117,WATER SPORTS,25
959,118,CAMPING,9
960,118,FISHING,11
961,118,HIKING,14
962,118,HUNTING,16
963,118,PICKNICKING,20
964,118,WILDLIFE VIEWING,26
965,119,BOATING,6
966,119,FISHING,11
967,120,BOATING,6
968,120,CAMPING,9
969,120,FISHING,11
970,120,HIKING,14
971,120,HUNTING,16
972,120,PICKNICKING,20
973,120,RECREATIONAL VEHICLES,23
974,120,WATER SPORTS,25
975,121,BOATING,6
976,121,CAMPING,9
977,121,FISHING,11
978,121,HUNTING,16
979,121,PICKNICKING,20
980,121,WATER SPORTS,25
981,122,BIKING,5
982,122,CAMPING,9
983,122,HIKING,14
984,122,HORSEBACK RIDING,15
985,122,OFF HIGHWAY VEHICLE,18
986,122,PICKNICKING,20
987,122,RECREATIONAL VEHICLES,23
988,122,WILDLIFE VIEWING,26
989,122,FIRE LOOKOUTS/CABINS OVERNIGHT,30
990,122,HORSE CAMPING,109
991,123,BOATING,6
992,123,CAMPING,9
993,123,FISHING,11
994,123,HIKING,14
995,123,HUNTING,16
996,123,PICKNICKING,20
997,123,WINTER SPORTS,22
998,123,RECREATIONAL VEHICLES,23
999,123,VISITOR CENTER,24
1000,123,WATER SPORTS,25
1001,123,WILDLIFE VIEWING,26
1002,124,BOATING,6
1003,124,CAMPING,9
1004,124,FISHING,11
1005,124,HIKING,14
1006,124,HUNTING,16
1007,124,PICKNICKING,20
1008,124,RECREATIONAL VEHICLES,23
1009,124,WATER SPORTS,25
1010,124,OTHER RECREATION CONCESSION SITE,38
1011,124,HOTEL/LODGE/RESORT FS OWNED,40
1012,125,BOATING,6
1013,125,FISHING,11
1014,125,HUNTING,16
1015,125,WINTER SPORTS,22
1016,125,WILDLIFE VIEWING,26
1017,126,BOATING,6
1018,126,CAMPING,9
1019,126,FISHING,11
1020,126,HIKING,14
1021,126,HUNTING,16
1022,126,PICKNICKING,20
1023,126,WINTER SPORTS,22
1024,126,RECREATIONAL VEHICLES,23
1025,126,VISITOR CENTER,24
1026,126,WATER SPORTS,25
1027,126,WILDLIFE VIEWING,26
1028,127,BOATING,6
1029,127,HISTORIC & CULTURAL SITE,8
1030,127,CAMPING,9
1031,127,INTERPRETIVE PROGRAMS,10
1032,127,FISHING,11
1033,127,HUNTING,16
1034,127,PICKNICKING,20
1035,127,RECREATIONAL VEHICLES,23
1036,127,WATER SPORTS,25
1037,127,WILDLIFE VIEWING,26
1038,128,BOATING,6
1039,128,HISTORIC & CULTURAL SITE,8
1040,128,CAMPING,9
1041,128,INTERPRETIVE PROGRAMS,10
1042,128,FISHING,11
1043,128,HUNTING,16
1044,128,PICKNICKING,20
1045,128,RECREATIONAL VEHICLES,23
1046,128,WATER SPORTS,25
1047,128,WILDLIFE VIEWING,26
1048,129,BOATING,6
1049,129,FISHING,11
1050,129,PICKNICKING,20
1051,129,WATER SPORTS,25
1052,130,BOATING,6
1053,130,CAMPING,9
1054,130,FISHING,11
1055,130,HUNTING,16
1056,130,PICKNICKING,20
1057,130,WINTER SPORTS,22
1058,130,RECREATIONAL VEHICLES,23
1059,130,VISITOR CENTER,24
1060,130,WATER SPORTS,25
1061,130,WILDLIFE VIEWING,26
1062,130,OTHER RECREATION CONCESSION SITE,38
1063,131,BOATING,6
1064,131,HISTORIC & CULTURAL SITE,8
1065,131,CAMPING,9
1066,131,FISHING,11
1067,131,HUNTING,16
1068,131,PICKNICKING,20
1069,131,WINTER SPORTS,22
1070,131,RECREATIONAL VEHICLES,23
1071,131,WATER SPORTS,25
1072,131,WILDLIFE VIEWING,26
1073,132,BOATING,6
1074,132,CAMPING,9
1075,132,FISHING,11
1076,132,HUNTING,16
1077,132,PICKNICKING,20
1078,132,WINTER SPORTS,22
1079,132,WATER SPORTS,25
1080,133,BOATING,6
1081,133,CAMPING,9
1082,133,FISHING,11
1083,133,HIKING,14
1084,133,HORSEBACK RIDING,15
1085,133,HUNTING,16
1086,133,PICKNICKING,20
1087,134,BOATING,6
1088,134,FISHING,11
1089,134,PICKNICKING,20
1090,134,WINTER SPORTS,22
1091,135,BOATING,6
1092,135,CAMPING,9
1093,135,FISHING,11
1094,135,HIKING,14
1095,135,HUNTING,16
1096,135,PICKNICKING,20
1097,135,WINTER SPORTS,22
1098,135,RECREATIONAL VEHICLES,23
1099,135,VISITOR CENTER,24
1100,135,WATER SPORTS,25
1101,136,BOATING,6
1102,136,CAMPING,9
1103,136,FISHING,11
1104,136,HIKING,14
1105,136,PICKNICKING,20
1106,137,BIKING,5
1107,137,BOATING,6
1108,137,CAMPING,9
1109,137,INTERPRETIVE PROGRAMS,10
1110,137,FISHING,11
1111,137,HIKING,14
1112,137,HORSEBACK RIDING,15
1113,137,HUNTING,16
1114,137,PICKNICKING,20
1115,137,RECREATIONAL VEHICLES,23
1116,137,VISITOR CENTER,24
1117,137,WATER SPORTS,25
1118,137,WILDLIFE VIEWING,26
1119,141,AUTO TOURING,4
1120,141,BIKING,5
1121,141,HISTORIC & CULTURAL SITE,8
1122,141,CAMPING,9
1123,141,INTERPRETIVE PROGRAMS,10
1124,141,FISHING,11
1125,141,HIKING,14
1126,141,HORSEBACK RIDING,15
1127,141,HUNTING,16
1128,141,PICKNICKING,20
1129,141,WINTER SPORTS,22
1130,141,WILDLIFE VIEWING,26
1131,142,FISHING,11
1132,142,PICKNICKING,20
1133,142,WILDLIFE VIEWING,26
1134,143,BOATING,6
1135,143,CAMPING,9
1136,143,FISHING,11
1137,143,HIKING,14
1138,143,HORSEBACK RIDING,15
1139,143,OFF HIGHWAY VEHICLE,18
1140,143,PICKNICKING,20
1141,143,WATER SPORTS,25
1142,143,WILDLIFE VIEWING,26
1143,143,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1144,143,ENVIRONMENTAL EDUCATION,103
1145,144,BOATING,6
1146,144,HIKING,14
1147,144,PICKNICKING,20
1148,144,WATER SPORTS,25
1149,144,WILDLIFE VIEWING,26
1150,144,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1151,145,BOATING,6
1152,145,PICKNICKING,20
1153,145,WATER SPORTS,25
1154,145,WILDLIFE VIEWING,26
1155,145,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1156,146,BIKING,5
1157,146,BOATING,6
1158,146,CAMPING,9
1159,146,FISHING,11
1160,146,HIKING,14
1161,146,HORSEBACK RIDING,15
1162,146,PICKNICKING,20
1163,146,WATER SPORTS,25
1164,146,WILDLIFE VIEWING,26
1165,146,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1166,147,BIKING,5
1167,147,BOATING,6
1168,147,CAMPING,9
1169,147,FISHING,11
1170,147,HIKING,14
1171,147,HORSEBACK RIDING,15
1172,147,PICKNICKING,20
1173,147,WATER SPORTS,25
1174,147,WILDLIFE VIEWING,26
1175,147,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1176,147,OTHER RECREATION CONCESSION SITE,38
1177,147,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1178,148,WILDLIFE VIEWING,26
1179,149,AUTO TOURING,4
1180,149,BIKING,5
1181,149,BOATING,6
1182,149,CAMPING,9
1183,149,FISHING,11
1184,149,HIKING,14
1185,149,HORSEBACK RIDING,15
1186,149,PICKNICKING,20
1187,149,VISITOR CENTER,24
1188,149,WATER SPORTS,25
1189,149,WILDLIFE VIEWING,26
1190,149,SWIMMING SITE,34
1191,149,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1192,149,OTHER RECREATION CONCESSION SITE,38
1193,149,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1194,150,BOATING,6
1195,150,CAMPING,9
1196,150,FISHING,11
1197,150,HIKING,14
1198,150,HORSEBACK RIDING,15
1199,150,PICKNICKING,20
1200,150,WATER SPORTS,25
1201,150,WILDLIFE VIEWING,26
1202,150,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1203,150,OTHER RECREATION CONCESSION SITE,38
1204,150,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1205,151,BOATING,6
1206,151,HISTORIC & CULTURAL SITE,8
1207,151,CAMPING,9
1208,151,FISHING,11
1209,151,HIKING,14
1210,151,PICKNICKING,20
1211,151,VISITOR CENTER,24
1212,151,WATER SPORTS,25
1213,151,WILDLIFE VIEWING,26
1214,151,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1215,151,OTHER RECREATION CONCESSION SITE,38
1216,151,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1217,151,ENVIRONMENTAL EDUCATION,103
1218,152,BOATING,6
1219,152,CAMPING,9
1220,152,FISHING,11
1221,152,HIKING,14
1222,152,OFF HIGHWAY VEHICLE,18
1223,152,PICKNICKING,20
1224,152,WATER SPORTS,25
1225,152,WILDLIFE VIEWING,26
1226,152,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1227,152,OTHER RECREATION CONCESSION SITE,38
1228,152,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1229,153,WILDLIFE VIEWING,26
1230,154,BIKING,5
1231,154,BOATING,6
1232,154,CAMPING,9
1233,154,FISHING,11
1234,154,HIKING,14
1235,154,PICKNICKING,20
1236,154,WATER SPORTS,25
1237,154,WILDLIFE VIEWING,26
1238,154,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1239,154,OTHER RECREATION CONCESSION SITE,38
1240,154,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1241,155,WILDLIFE VIEWING,26
1242,156,BOATING,6
1243,156,CAMPING,9
1244,156,PICKNICKING,20
1245,156,WATER SPORTS,25
1246,156,WILDLIFE VIEWING,26
1247,157,BOATING,6
1248,157,CAMPING,9
1249,157,FISHING,11
1250,157,PICKNICKING,20
1251,157,WATER SPORTS,25
1252,157,WILDLIFE VIEWING,26
1253,157,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1254,157,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1255,158,BIKING,5
1256,158,BOATING,6
1257,158,HISTORIC & CULTURAL SITE,8
1258,158,CAMPING,9
1259,158,FISHING,11
1260,158,HIKING,14
1261,158,OFF HIGHWAY VEHICLE,18
1262,158,PICKNICKING,20
1263,158,WATER SPORTS,25
1264,158,WILDLIFE VIEWING,26
1265,158,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1266,158,OTHER RECREATION CONCESSION SITE,38
1267,158,ENVIRONMENTAL EDUCATION,103
1268,159,BIKING,5
1269,159,BOATING,6
1270,159,CAMPING,9
1271,159,FISHING,11
1272,159,HIKING,14
1273,159,PICKNICKING,20
1274,159,VISITOR CENTER,24
1275,159,WATER SPORTS,25
1276,159,WILDLIFE VIEWING,26
1277,159,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1278,159,OTHER RECREATION CONCESSION SITE,38
1279,159,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1280,160,BIKING,5
1281,160,BOATING,6
1282,160,CAMPING,9
1283,160,FISHING,11
1284,160,HIKING,14
1285,160,HORSEBACK RIDING,15
1286,160,PICKNICKING,20
1287,160,WATER SPORTS,25
1288,160,WILDLIFE VIEWING,26
1289,160,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1290,160,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1291,160,ENVIRONMENTAL EDUCATION,103
1292,161,BOATING,6
1293,161,CAMPING,9
1294,161,FISHING,11
1295,161,HIKING,14
1296,161,HORSEBACK RIDING,15
1297,161,PICKNICKING,20
1298,161,WINTER SPORTS,22
1299,161,WATER SPORTS,25
1300,161,WILDLIFE VIEWING,26
1301,161,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1302,161,OTHER RECREATION CONCESSION SITE,38
1303,161,ENVIRONMENTAL EDUCATION,103
1304,162,BOATING,6
1305,162,CAMPING,9
1306,162,FISHING,11
1307,162,HIKING,14
1308,162,HORSEBACK RIDING,15
1309,162,PICKNICKING,20
1310,162,WATER SPORTS,25
1311,162,WILDLIFE VIEWING,26
1312,162,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1313,162,ENVIRONMENTAL EDUCATION,103
1314,163,BOATING,6
1315,163,CAMPING,9
1316,163,FISHING,11
1317,163,PICKNICKING,20
1318,163,WATER SPORTS,25
1319,163,WILDLIFE VIEWING,26
1320,163,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1321,164,HISTORIC & CULTURAL SITE,8
1322,164,FISHING,11
1323,164,PICKNICKING,20
1324,164,WILDLIFE VIEWING,26
1325,164,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1326,165,BOATING,6
1327,165,CAMPING,9
1328,165,FISHING,11
1329,165,HIKING,14
1330,165,PICKNICKING,20
1331,165,WINTER SPORTS,22
1332,165,WATER SPORTS,25
1333,165,WILDLIFE VIEWING,26
1334,165,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1335,165,OTHER RECREATION CONCESSION SITE,38
1336,165,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1337,165,ENVIRONMENTAL EDUCATION,103
1338,166,BOATING,6
1339,166,FISHING,11
1340,166,PICKNICKING,20
1341,166,WATER SPORTS,25
1342,166,WILDLIFE VIEWING,26
1343,166,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1344,167,BOATING,6
1345,167,PICKNICKING,20
1346,167,WATER SPORTS,25
1347,167,WILDLIFE VIEWING,26
1348,168,BOATING,6
1349,168,CAMPING,9
1350,168,FISHING,11
1351,168,PICKNICKING,20
1352,168,WATER SPORTS,25
1353,168,WILDLIFE VIEWING,26
1354,168,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1355,169,BOATING,6
1356,169,FISHING,11
1357,169,PICKNICKING,20
1358,169,WATER SPORTS,25
1359,169,WILDLIFE VIEWING,26
1360,170,BOATING,6
1361,170,PICKNICKING,20
1362,170,WATER SPORTS,25
1363,170,WILDLIFE VIEWING,26
1364,170,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1365,170,OTHER RECREATION CONCESSION SITE,38
1366,171,BOATING,6
1367,171,CAMPING,9
1368,171,FISHING,11
1369,171,PICKNICKING,20
1370,171,WATER SPORTS,25
1371,171,WILDLIFE VIEWING,26
1372,171,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1373,171,OTHER RECREATION CONCESSION SITE,38
1374,172,BOATING,6
1375,172,CAMPING,9
1376,172,FISHING,11
1377,172,PICKNICKING,20
1378,172,WATER SPORTS,25
1379,172,WILDLIFE VIEWING,26
1380,172,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1381,173,BOATING,6
1382,173,HISTORIC & CULTURAL SITE,8
1383,173,FISHING,11
1384,173,PICKNICKING,20
1385,173,WATER SPORTS,25
1386,173,WILDLIFE VIEWING,26
1387,173,OTHER RECREATION CONCESSION SITE,38
1388,173,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1389,174,BOATING,6
1390,174,FISHING,11
1391,174,PICKNICKING,20
1392,174,WATER SPORTS,25
1393,174,WILDLIFE VIEWING,26
1394,174,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1395,175,PICKNICKING,20
1396,175,WILDLIFE VIEWING,26
1397,175,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1398,176,BOATING,6
1399,176,CAMPING,9
1400,176,FISHING,11
1401,176,PICKNICKING,20
1402,176,WINTER SPORTS,22
1403,176,WATER SPORTS,25
1404,176,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1405,177,WILDLIFE VIEWING,26
1406,178,WILDLIFE VIEWING,26
1407,179,BOATING,6
1408,179,FISHING,11
1409,179,PICKNICKING,20
1410,179,WATER SPORTS,25
1411,179,WILDLIFE VIEWING,26
1412,179,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1413,180,HISTORIC & CULTURAL SITE,8
1414,180,WILDLIFE VIEWING,26
1415,181,BOATING,6
1416,181,CAMPING,9
1417,181,HIKING,14
1418,181,PICKNICKING,20
1419,181,WATER SPORTS,25
1420,181,WILDLIFE VIEWING,26
1421,181,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1422,181,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1423,182,WILDLIFE VIEWING,26
1424,183,BOATING,6
1425,183,CAMPING,9
1426,183,HIKING,14
1427,183,PICKNICKING,20
1428,183,WATER SPORTS,25
1429,183,WILDLIFE VIEWING,26
1430,183,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1431,183,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1432,183,ENVIRONMENTAL EDUCATION,103
1433,184,BOATING,6
1434,184,CAMPING,9
1435,184,FISHING,11
1436,184,HIKING,14
1437,184,PICKNICKING,20
1438,184,WATER SPORTS,25
1439,184,WILDLIFE VIEWING,26
1440,184,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1441,184,OTHER RECREATION CONCESSION SITE,38
1442,184,ENVIRONMENTAL EDUCATION,103
1443,185,BOATING,6
1444,185,CAMPING,9
1445,185,FISHING,11
1446,185,HIKING,14
1447,185,HORSEBACK RIDING,15
1448,185,PICKNICKING,20
1449,185,WINTER SPORTS,22
1450,185,WATER SPORTS,25
1451,185,WILDLIFE VIEWING,26
1452,185,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1453,185,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1454,186,BOATING,6
1455,186,CAMPING,9
1456,186,FISHING,11
1457,186,PICKNICKING,20
1458,186,WATER SPORTS,25
1459,186,WILDLIFE VIEWING,26
1460,186,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1461,187,BIKING,5
1462,187,BOATING,6
1463,187,CAMPING,9
1464,187,FISHING,11
1465,187,HIKING,14
1466,187,PICKNICKING,20
1467,187,VISITOR CENTER,24
1468,187,WATER SPORTS,25
1469,187,WILDLIFE VIEWING,26
1470,187,SWIMMING SITE,34
1471,187,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1472,187,OTHER RECREATION CONCESSION SITE,38
1473,187,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1474,187,ENVIRONMENTAL EDUCATION,103
1475,188,BOATING,6
1476,188,CAMPING,9
1477,188,FISHING,11
1478,188,HIKING,14
1479,188,PICKNICKING,20
1480,188,WINTER SPORTS,22
1481,188,WATER SPORTS,25
1482,188,WILDLIFE VIEWING,26
1483,188,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1484,188,OTHER RECREATION CONCESSION SITE,38
1485,188,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1486,188,ENVIRONMENTAL EDUCATION,103
1487,189,BIKING,5
1488,189,BOATING,6
1489,189,HIKING,14
1490,189,PICKNICKING,20
1491,189,WINTER SPORTS,22
1492,189,WATER SPORTS,25
1493,189,WILDLIFE VIEWING,26
1494,189,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1495,190,BOATING,6
1496,190,HORSEBACK RIDING,15
1497,190,PICKNICKING,20
1498,190,WINTER SPORTS,22
1499,190,WATER SPORTS,25
1500,190,WILDLIFE VIEWING,26
1501,190,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1502,191,BOATING,6
1503,191,CAMPING,9
1504,191,FISHING,11
1505,191,HIKING,14
1506,191,PICKNICKING,20
1507,191,WATER SPORTS,25
1508,191,WILDLIFE VIEWING,26
1509,191,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1510,191,OTHER RECREATION CONCESSION SITE,38
1511,191,ENVIRONMENTAL EDUCATION,103
1512,192,WILDLIFE VIEWING,26
1513,193,WILDLIFE VIEWING,26
1514,194,BIKING,5
1515,194,BOATING,6
1516,194,PICKNICKING,20
1517,194,WATER SPORTS,25
1518,194,WILDLIFE VIEWING,26
1519,194,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1520,194,OTHER RECREATION CONCESSION SITE,38
1521,194,ENVIRONMENTAL EDUCATION,103
1522,195,BOATING,6
1523,195,FISHING,11
1524,195,HIKING,14
1525,195,PICKNICKING,20
1526,195,VISITOR CENTER,24
1527,195,WATER SPORTS,25
1528,195,WILDLIFE VIEWING,26
1529,195,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1530,195,ENVIRONMENTAL EDUCATION,103
1531,197,BOATING,6
1532,197,WATER SPORTS,25
1533,197,WILDLIFE VIEWING,26
1534,198,BOATING,6
1535,198,PICKNICKING,20
1536,198,WATER SPORTS,25
1537,198,WILDLIFE VIEWING,26
1538,199,HIKING,14
1539,199,WILDLIFE VIEWING,26
1540,199,ENVIRONMENTAL EDUCATION,103
1541,200,BOATING,6
1542,200,CAMPING,9
1543,200,FISHING,11
1544,200,PICKNICKING,20
1545,200,VISITOR CENTER,24
1546,200,WATER SPORTS,25
1547,200,WILDLIFE VIEWING,26
1548,200,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1549,200,OTHER RECREATION CONCESSION SITE,38
1550,200,HOTEL/LODGE/RESORT PRIVATELY OWNED,44
1551,200,ENVIRONMENTAL EDUCATION,103
1552,201,CAMPING,9
1553,201,PICKNICKING,20
1554,201,WINTER SPORTS,22
1555,201,WILDLIFE VIEWING,26
1556,201,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1557,201,ENVIRONMENTAL EDUCATION,103
1558,202,BOATING,6
1559,202,HORSEBACK RIDING,15
1560,202,PICKNICKING,20
1561,202,WATER SPORTS,25
1562,202,WILDLIFE VIEWING,26
1563,202,ENVIRONMENTAL EDUCATION,103
1564,203,BOATING,6
1565,203,PICKNICKING,20
1566,203,WINTER SPORTS,22
1567,203,WATER SPORTS,25
1568,203,WILDLIFE VIEWING,26
1569,203,ENVIRONMENTAL EDUCATION,103
1570,204,HISTORIC & CULTURAL SITE,8
1571,204,PICKNICKING,20
1572,204,WILDLIFE VIEWING,26
1573,205,BOATING,6
1574,205,CAMPING,9
1575,205,FISHING,11
1576,205,HIKING,14
1577,205,PICKNICKING,20
1578,205,WATER SPORTS,25
1579,205,WILDLIFE VIEWING,26
1580,205,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1581,205,ENVIRONMENTAL EDUCATION,103
1582,206,BOATING,6
1583,206,HIKING,14
1584,206,WATER SPORTS,25
1585,206,WILDLIFE VIEWING,26
1586,206,ENVIRONMENTAL EDUCATION,103
1587,207,BIKING,5
1588,207,WILDLIFE VIEWING,26
1589,208,BOATING,6
1590,208,FISHING,11
1591,208,HIKING,14
1592,208,PICKNICKING,20
1593,208,WATER SPORTS,25
1594,208,WILDLIFE VIEWING,26
1595,208,ENVIRONMENTAL EDUCATION,103
1596,209,BOATING,6
1597,209,HIKING,14
1598,209,PICKNICKING,20
1599,209,WINTER SPORTS,22
1600,209,WATER SPORTS,25
1601,209,WILDLIFE VIEWING,26
1602,209,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1603,209,ENVIRONMENTAL EDUCATION,103
1604,210,BIKING,5
1605,210,BOATING,6
1606,210,HISTORIC & CULTURAL SITE,8
1607,210,HIKING,14
1608,210,PICKNICKING,20
1609,210,WINTER SPORTS,22
1610,210,WATER SPORTS,25
1611,210,WILDLIFE VIEWING,26
1612,210,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1613,211,WILDLIFE VIEWING,26
1614,212,CAMPING,9
1615,212,PICKNICKING,20
1616,212,WINTER SPORTS,22
1617,212,WILDLIFE VIEWING,26
1618,212,ENVIRONMENTAL EDUCATION,103
1619,213,HIKING,14
1620,213,PICKNICKING,20
1621,213,WILDLIFE VIEWING,26
1622,213,ENVIRONMENTAL EDUCATION,103
1623,214,BIKING,5
1624,214,BOATING,6
1625,214,HISTORIC & CULTURAL SITE,8
1626,214,FISHING,11
1627,214,HIKING,14
1628,214,OFF HIGHWAY VEHICLE,18
1629,214,PICKNICKING,20
1630,214,WINTER SPORTS,22
1631,214,WATER SPORTS,25
1632,214,WILDLIFE VIEWING,26
1633,214,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1634,214,ENVIRONMENTAL EDUCATION,103
1635,215,HIKING,14
1636,215,PICKNICKING,20
1637,215,WILDLIFE VIEWING,26
1638,215,ENVIRONMENTAL EDUCATION,103
1639,216,BOATING,6
1640,216,HIKING,14
1641,216,WINTER SPORTS,22
1642,216,WATER SPORTS,25
1643,216,WILDLIFE VIEWING,26
1644,216,ENVIRONMENTAL EDUCATION,103
1645,217,BOATING,6
1646,217,HIKING,14
1647,217,PICKNICKING,20
1648,217,WINTER SPORTS,22
1649,217,WATER SPORTS,25
1650,217,WILDLIFE VIEWING,26
1651,218,BOATING,6
1652,218,HIKING,14
1653,218,PICKNICKING,20
1654,218,WINTER SPORTS,22
1655,218,VISITOR CENTER,24
1656,218,WATER SPORTS,25
1657,218,WILDLIFE VIEWING,26
1658,218,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1659,218,ENVIRONMENTAL EDUCATION,103
1660,219,BOATING,6
1661,219,HIKING,14
1662,219,PICKNICKING,20
1663,219,WINTER SPORTS,22
1664,219,WATER SPORTS,25
1665,219,WILDLIFE VIEWING,26
1666,219,ENVIRONMENTAL EDUCATION,103
1667,220,HIKING,14
1668,220,PICKNICKING,20
1669,220,WILDLIFE VIEWING,26
1670,221,BOATING,6
1671,221,PICKNICKING,20
1672,221,WINTER SPORTS,22
1673,221,WATER SPORTS,25
1674,221,WILDLIFE VIEWING,26
1675,221,ENVIRONMENTAL EDUCATION,103
1676,222,BOATING,6
1677,222,HIKING,14
1678,222,PICKNICKING,20
1679,222,WINTER SPORTS,22
1680,222,WATER SPORTS,25
1681,222,WILDLIFE VIEWING,26
1682,222,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1683,222,ENVIRONMENTAL EDUCATION,103
1684,223,OFF HIGHWAY VEHICLE,18
1685,223,PICKNICKING,20
1686,223,WILDLIFE VIEWING,26
1687,223,ENVIRONMENTAL EDUCATION,103
1688,224,BOATING,6
1689,224,PICKNICKING,20
1690,224,WINTER SPORTS,22
1691,224,WATER SPORTS,25
1692,224,WILDLIFE VIEWING,26
1693,224,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1694,224,ENVIRONMENTAL EDUCATION,103
1695,225,BOATING,6
1696,225,PICKNICKING,20
1697,225,WATER SPORTS,25
1698,225,WILDLIFE VIEWING,26
1699,225,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1700,226,HISTORIC & CULTURAL SITE,8
1701,226,HIKING,14
1702,226,PICKNICKING,20
1703,226,WINTER SPORTS,22
1704,226,WILDLIFE VIEWING,26
1705,226,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1706,226,ENVIRONMENTAL EDUCATION,103
1707,227,HIKING,14
1708,227,PICKNICKING,20
1709,227,WILDLIFE VIEWING,26
1710,227,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1711,227,ENVIRONMENTAL EDUCATION,103
1712,228,BOATING,6
1713,228,CAMPING,9
1714,228,HIKING,14
1715,228,PICKNICKING,20
1716,228,WATER SPORTS,25
1717,228,WILDLIFE VIEWING,26
1718,228,PLAYGROUND PARK SPECIALIZED SPORT SITE,37
1719,228,ENVIRONMENTAL EDUCATION,103
1720,229,BOATING,6
1721,229,HIKING,14
1722,229,PICKNICKING,20
1723,229,WATER SPORTS,25
